entity_id,entity_type,entity_name,normalized_name,role_or_description,affiliation,prominence_score,first_mention_record_id,total_mentions,related_entities,notes
P0595,Person,Dan Quayle,Dan Quayle,Vice President,Republican Party,4,RECORD-00160,1,,
P0596,Person,Clay Johnson,Clay Johnson,Staffer,Howard Dean Campaign,4,RECORD-00160,1,,
P0597,Person,Gray Brooks,Gray Brooks,Staffer,Howard Dean Campaign,4,RECORD-00160,1,,
P0598,Person,Lester Bangs,Lester Bangs,Rock Critic,None,5,RECORD-00160,1,,
P0599,Person,Thomas Jefferson,Thomas Jefferson,Founding Father,None,6,RECORD-00160,1,,
P0600,Person,Walter Pincus,Walter Pincus,Journalist,None,6,RECORD-00161,4,,
P0601,Person,Len Downie,Len Downie,Journalist,The Washington Post,5,RECORD-00161,5,,
P0602,Person,Woodward and Bernstein,Woodward and Bernstein,Journalists,None,6,RECORD-00161,1,,
P0603,Person,Chris Satullo,Chris Satullo,Journalist,None,5,RECORD-00161,3,,
P0604,Person,Tim Rutten,Tim Rutten,Media Columnist,Los Angeles Times,9,RECORD-00162,11,,
P0605,Person,William Safire,William Safire,Columnist,The New York Times,3,RECORD-00162,5,,
P0606,Person,Everett Erlich,Everett Erlich,Former Undersecretary of Commerce,Clinton administration,8,RECORD-00163,2,,
P0607,Person,Ryan Lizza,Ryan Lizza,Journalist,The New Republic,5,RECORD-00163,3,,
P0608,Person,John Edwards,John Edwards,Presidential Candidate,Democratic Party,4,RECORD-00163,1,,
P0609,Person,Wesley Clark,Wesley Clark,Presidential Candidate,Democratic Party,4,RECORD-00163,1,,
P0610,Person,Terry McAuliffe,Terry McAuliffe,Party Head,Democratic Party,4,RECORD-00163,1,,
P0611,Person,John Dvorak,John Dvorak,Columnist,PC Magazine,6,RECORD-00163,2,,
P0612,Person,Frank Rich,Frank Rich,Columnist,None,10,RECORD-00164,8,,
P0613,Person,James Reston,James Reston,Columnist,The New York Times,3,RECORD-00164,1,,
P0614,Person,Carl Cameron,Carl Cameron,Political Correspondent,Fox News,3,RECORD-00164,1,,
P0615,Person,Steven Johnson,Steven Johnson,Author,None,5,RECORD-00164,3,,
P0616,Person,Mary Hodder,Mary Hodder,Blogger,UC Berkeley,4,RECORD-00164,1,,
P0617,Person,Gary Hart,Gary Hart,Politician,None,3,RECORD-00164,1,,
P0618,Person,Sander Thoenes,Sander Thoenes,Journalist,Financial Times,10,RECORD-00165,2,,
P0619,Person,Quentin Peel,Quentin Peel,Editor,Financial Times,5,RECORD-00165,1,,
P0620,Person,James Miller,James Miller,Professor,Hampshire College,5,RECORD-00165,1,,
P0621,Person,Russell Baker,Russell Baker,"Former Columnist, Political Reporter",The New York Times,5,RECORD-00166,2,,
P0622,Person,Daniel Hallin,Daniel Hallin,Media Scholar,None,5,RECORD-00166,1,,
P0623,Person,James Wolcott,James Wolcott,Writer,Vanity Fair,4,RECORD-00167,1,,
P0624,Person,Dan Rosenbaum,Dan Rosenbaum,Blogger,Over the Edge,3,RECORD-00167,1,,
P0625,Person,Rebecca MacKinnon,Rebecca MacKinnon,Journalist,CNN,4,RECORD-00167,7,,
P0626,Person,Doc Searles,Doc Searles,,None,6,RECORD-00168,1,,
P0627,Person,Nick Coleman,Nick Coleman,Metro Columnist,"Star-Tribune, St. Paul Pioneer Press",9,RECORD-00169,4,,
P0628,Person,Marvin Kitman,Marvin Kitman,N/A,Newsday,6,RECORD-00169,1,,
P0629,Person,Brent Bozell,Brent Bozell,Runs Media Research Center,Media Research Center,6,RECORD-00169,1,,
P0630,Person,Eason Jordan,Eason Jordan,Chief News Executive,CNN,10,RECORD-00170,9,,
P0631,Person,Rebecca Blood,Rebecca Blood,Blogger,None,5,RECORD-00170,7,,
P0632,Person,Mark Adams,Mark Adams,Head of Media,World Economic Forum,6,RECORD-00170,1,,
P0633,Person,Tim Schmoyer,Tim Schmoyer,Blogger,None,4,RECORD-00170,2,,
P0634,Person,Rony Abovitz,Rony Abovitz,Blogger,Forumblog,7,RECORD-00170,1,,
P0635,Person,Bret Stephens,Bret Stephens,Editorial Page Writer,Wall Street Journal,4,RECORD-00170,2,,
P0636,Person,Michael Barone,Michael Barone,Columnist,US News,5,RECORD-00170,1,,
P0637,Person,Will Collier,Will Collier,Blogger,Vodka Pundit,6,RECORD-00170,2,,
P0638,Person,Steve Lovelady,Steve Lovelady,Writer,CJR Daily,7,RECORD-00170,5,,
P0639,Person,Jim Geraghty,Jim Geraghty,Writer,National Review Online,4,RECORD-00170,1,,
P0640,Person,David Gergen,David Gergen,Professor,Harvard's Kennedy School,4,RECORD-00170,3,,
P0641,Person,Terence Smith,Terence Smith,Host,PBS Newshour,4,RECORD-00170,1,,
P0642,Person,Charlie Madigan,Charlie Madigan,Senior Correspondent,Chicago Tribune,5,RECORD-00170,1,,
P0643,Person,Corey Pein,Corey Pein,,Romenesko's Letters,4,RECORD-00170,1,,
P0644,Person,Mike Moran,Mike Moran,,MSNBC's Hardblogger,4,RECORD-00170,1,,
P0645,Person,Anil Dash,Anil Dash,,None,4,RECORD-00170,1,,
P0646,Person,James Lileks,James Lileks,,None,4,RECORD-00170,1,,
P0647,Person,Lisa Stone,Lisa Stone,"PressThink contributor, Surfette blogger, legal journalist",,8,RECORD-00173,5,,
P0648,Person,Elisa Camahort,Elisa Camahort,Co-conspirator of BlogHer,,5,RECORD-00173,1,,
P0649,Person,Jory Des Jardins,Jory Des Jardins,Co-conspirator of BlogHer,,5,RECORD-00173,1,,
P0650,Person,Purvi Shah,Purvi Shah,Co-conspirator of BlogHer,,4,RECORD-00173,1,,
P0651,Person,Katrin Verclas,Katrin Verclas,Co-conspirator of BlogHer,,4,RECORD-00173,1,,
P0652,Person,Lauren Gelman,Lauren Gelman,,,4,RECORD-00173,1,,
P0653,Person,Wendy Seltzer,Wendy Seltzer,,,4,RECORD-00173,1,,
P0654,Person,Nancy White,Nancy White,,,3,RECORD-00173,1,,
P0655,Person,Mena Trott,Mena Trott,Co-founder of Six Apart,Six Apart,5,RECORD-00173,1,,
P0656,Person,Lisa Williams,Lisa Williams,Citizen Journalist,,5,RECORD-00173,5,,
P0657,Person,Emily Gordon,Emily Gordon,Author of emdashes,NYU,4,RECORD-00173,2,,
P0658,Person,Amy Gahran,Amy Gahran,New media wiz,Contentious,6,RECORD-00173,3,,
P0659,Person,Jeneane Sessum,Jeneane Sessum,,Allied,3,RECORD-00173,1,,
P0660,Person,Jenny D,Jenny D,Education Blogger,,4,RECORD-00173,1,,
P0661,Person,Jude Nagurney Camwell,Jude Nagurney Camwell,"The Rational Liberal, blogger",,4,RECORD-00173,1,,
P0662,Person,Chris Nolan,Chris Nolan,,,5,RECORD-00173,4,,
P0663,Person,Michelle Malkin,Michelle Malkin,,,3,RECORD-00173,1,,
P0664,Person,LaShawn Barber,LaShawn Barber,,,4,RECORD-00173,1,,
P0665,Person,Michelle Catalano,Michelle Catalano,,,3,RECORD-00173,1,,
P0666,Person,Betsy Newmark,Betsy Newmark,,,3,RECORD-00173,1,,
P0667,Person,Robin Burk,Robin Burk,,,4,RECORD-00173,1,,
P0668,Person,Ana Marie Cox,Ana Marie Cox,Wonkette,,4,RECORD-00173,1,,
P0669,Person,Renee Blodget,Renee Blodget,,,4,RECORD-00173,1,,
P0670,Person,Shelley Powers,Shelley Powers,,Burningbird,5,RECORD-00173,1,,
P0671,Person,Howard Fineman,Howard Fineman,Columnist,Newsweek,5,RECORD-00174,2,,
P0672,Person,Joe Gandelman,Joe Gandelman,Journalist,,4,RECORD-00174,1,,
P0673,Person,Linda Mason,Linda Mason,Vice President,CBS,4,RECORD-00174,2,,
P0674,Person,Austin Bay,Austin Bay,"Writer, Commentator, Iraq War Vet","Weekly Standard, NPR, Army Reserve",9,RECORD-00175,2,,
P0675,Person,Dean Esmay,Dean Esmay,Blogger,None,7,RECORD-00175,1,,
P0676,Person,Saddam Hussein,Saddam Hussein,Dictator,None,4,RECORD-00176,2,,
P0677,Person,Vladimir Putin,Vladimir Putin,President of Russia,None,3,RECORD-00176,1,,
P0678,Person,Clara Jeffery,Clara Jeffery,Editor-in-Chief,Mother Jones,9,RECORD-00177,1,,
P0679,Person,Jerome Armstrong,Jerome Armstrong,Blogger,MyDD,6,RECORD-00177,1,,
P0680,Person,Chris Rabb,Chris Rabb,Writer,Afro-Netizen,5,RECORD-00177,1,,
P0681,Person,Kevin Rose,Kevin Rose,Entrepreneur,Digg,5,RECORD-00177,1,,
P0682,Person,Grover Norquist,Grover Norquist,Activist,Not specified,5,RECORD-00177,1,,
P0683,Person,Phil de Vellis,Phil de Vellis,Political consultant,Not specified,6,RECORD-00177,1,,
P0684,Person,Mike Cornfield,Mike Cornfield,Professor,George Washington University,5,RECORD-00177,1,,
P0685,Person,Daniel Glover,Daniel Glover,Blogger,National Journal,6,RECORD-00177,2,,
P0686,Person,Daniel Schulman,Daniel Schulman,Reporter,Mother Jones,6,RECORD-00177,1,,
P0687,Person,Monika Bauerlein,Monika Bauerlein,Co-editor,Mother Jones,7,RECORD-00177,1,,
P0688,Person,Josh Harkinson,Josh Harkinson,Journalist,Mother Jones,4,RECORD-00177,1,,
P0689,Person,Alex Whalen,Alex Whalen,Blogger,None Specified,3,RECORD-00178,1,,
P0690,Person,Stephen Waters,Stephen Waters,"Blogger, Philosopher, Newspaper Publisher",None Specified,3,RECORD-00178,1,,
P0691,Person,Eric Enberg,Eric Enberg,Journalist,CBS,3,RECORD-00178,1,,
P0692,Person,Ernie Miller,Ernie Miller,Interviewer,Corante,3,RECORD-00178,1,,
P0693,Person,Diana West,Diana West,Writer,Town Hall,3,RECORD-00178,1,,
P0694,Person,Larry Kramer,Larry Kramer,Boss of CBS Digital,CBS Digital,7,RECORD-00179,1,,
P0695,Person,Dick Meyer,Dick Meyer,Editorial director,CBSNews.com,8,RECORD-00179,3,,
P0696,Person,Marcel Matley,Marcel Matley,Handwriting expert,,6,RECORD-00179,1,,
P0697,Person,Marian Carr Knox,Marian Carr Knox,Clerk and typist,,5,RECORD-00179,1,,
P0698,Person,Joseph M. Newcomer,Joseph M. Newcomer,Computer typesetting expert,,5,RECORD-00179,1,,
P0699,Person,Mary Mapes,Mary Mapes,Producer,60 Minutes,5,RECORD-00179,2,,
P0700,Person,John Roberts,John Roberts,Reporter,CBS News,5,RECORD-00179,1,,
P0701,Person,Vaughn Ververs,Vaughn Ververs,Staff,Public Eye,7,RECORD-00179,1,,
P0702,Person,Jessie Walker,Jessie Walker,Writer,Reason magazine,5,RECORD-00179,1,,
P0703,Person,Ingrid Ciprian-Matthews,Ingrid Ciprian-Matthews,Senior broadcast producer,CBS Evening News,6,RECORD-00179,1,,
P0704,Person,Bill Quick,Bill Quick,Proprietor,Daily Pundit,5,RECORD-00179,1,,
P0705,Person,Roger L. Simon,Roger L. Simon,Blogger,,4,RECORD-00180,1,,
P0706,Person,Mayhill Fowler,Mayhill Fowler,Participant,OffTheBus,3,RECORD-00180,3,,
P0707,Person,Marc Cooper,Marc Cooper,Participant,OffTheBus,3,RECORD-00180,3,,
P0708,Person,Roy Greenslade,Roy Greenslade,,,3,RECORD-00180,1,,
P0709,Person,Andy Card,Andy Card,White House Chief of Staff,Bush Administration,7,RECORD-00181,1,,
P0710,Person,Dana Milbank,Dana Milbank,Columnist,The Washington Post,7,RECORD-00181,5,,
P0711,Person,David Walker,David Walker,Comptroller General,,6,RECORD-00181,1,,
P0712,Person,Jim VandeHei,Jim VandeHei,Journalist,The Washington Post,5,RECORD-00181,5,,
P0713,Person,Doug McGill,Doug McGill,"Guest writer, ex-Timesman, reporter","The McGill Report, The New York Times, Bloomberg News",10,RECORD-00183,7,,
P0714,Person,Bruce Springsteen,Bruce Springsteen,Musician,,4,RECORD-00183,2,,
P0715,Person,Lex Alexander,Lex Alexander,Editor and blogger,News & Record,8,RECORD-00184,4,,
P0716,Person,Charles Stafford,Charles Stafford,Operations Manager,News & Record Interactive,5,RECORD-00184,1,,
P0717,Person,Steven Ben Deste,Steven Ben Deste,Unclear,,3,RECORD-00184,1,,
P0718,Person,"Roch Smith, Jr.","Roch Smith, Jr.",Founder,Greensboro101,7,RECORD-00184,3,,
P0719,Person,Andy Wismar,Andy Wismar,Tech Blogger,,5,RECORD-00184,1,,
P0720,Person,Jude Nagurney-Camwell,Jude Nagurney-Camwell,Blogger,,4,RECORD-00184,1,,
P0721,Person,Brian Lehrer,Brian Lehrer,Host,WNYC,4,RECORD-00184,2,,
P0722,Person,Wonkette,Wonkette,Blogger,,4,RECORD-00184,1,,
P0723,Person,Scott Johnson,Scott Johnson,Blogger,Powerline,4,RECORD-00184,1,,
P0724,Person,Dave Hoggard,Dave Hoggard,Blogger,,3,RECORD-00184,1,,
P0725,Person,Anna,Anna,Blogger,NC Focus,3,RECORD-00184,1,,
P0726,Person,David Cohn,David Cohn,Journalist,None,7,RECORD-00185,3,,
P0727,Person,Jeff Howe,Jeff Howe,Writer,None,7,RECORD-00185,2,,
P0728,Person,Derek Powazek,Derek Powazek,Contributor,Assignment Zero,6,RECORD-00185,2,,
P0729,Person,Evan Hansen,Evan Hansen,Editor-in-Chief,Wired.com,7,RECORD-00185,1,,
P0730,Person,Tish Grier,Tish Grier,,None,4,RECORD-00185,1,,
P0731,Person,Len Witt,Len Witt,,None,3,RECORD-00185,2,,
P0732,Person,David Leonhardt,David Leonhardt,Economics Writer,The New York Times,4,RECORD-00185,2,,
P0733,Person,Stephen Harper,Stephen Harper,Prime Minister,Canada,10,RECORD-00186,1,,
P0734,Person,Yves Malo,Yves Malo,President,Parliamentary Press Gallery,5,RECORD-00186,1,,
P0735,Person,Kevin Libin,Kevin Libin,Journalist,The Western Standard,7,RECORD-00186,1,,
P0736,Person,Derek Burney,Derek Burney,Chairman of the Board,CanWest,4,RECORD-00186,1,,
P0737,Person,Murray Waas,Murray Waas,"Independent Journalist, Staff Writer","National Journal, Atlantic Media Company",10,RECORD-00187,1,,
P0738,Person,Scooter Libby,Scooter Libby,Chief of Staff to the Vice President,United States Government,6,RECORD-00187,2,,
P0739,Person,Dick Cheney,Dick Cheney,Vice President,United States Government,5,RECORD-00187,10,,
P0740,Person,Jack Anderson,Jack Anderson,Columnist,,5,RECORD-00187,1,,
P0741,Person,Jeff Gannon,Jeff Gannon,White House reporter (fake),Talon News,9,RECORD-00189,2,,
P0742,Person,Andrew Card,Andrew Card,Chief of Staff,Bush Administration,7,RECORD-00189,1,,
P0743,Person,Eric Boehlert,Eric Boehlert,Journalist,Salon,6,RECORD-00189,5,,
P0744,Person,Lance Knobel,Lance Knobel,Speaker,Alfred Deakin Innovation Lectures,4,RECORD-00190,1,,
P0745,Person,Joi Ito,Joi Ito,Speaker,Alfred Deakin Innovation Lectures,3,RECORD-00190,2,,
P0746,Person,Leonard Witt,Leonard Witt,Guest Blogger,Public Journalism Network,7,RECORD-00190,3,,
P0747,Person,Amartya Sen,Amartya Sen,Economist,,5,RECORD-00190,1,,
P0748,Person,Cheryl Gibbs,Cheryl Gibbs,Journalism Professor,"Miami University, Ohio",3,RECORD-00190,1,,
P0749,Person,Mark Briggs,Mark Briggs,Editor,News Tribune,4,RECORD-00191,1,,
P0750,Person,Stowe Boyd,Stowe Boyd,,None,5,RECORD-00191,1,,
P0751,Person,Jeremie,Jeremie,,None,4,RECORD-00191,1,,
P0752,Person,Tim Porter,Tim Porter,,None,4,RECORD-00191,9,,
P0753,Person,Ulises Ali Mejias,Ulises Ali Mejias,,"Teachers College, Columbia University",4,RECORD-00191,1,,
P0754,Person,Jeffrey Team,Jeffrey Team,PR professional,None,4,RECORD-00191,1,,
P0755,Person,Dave LaFontaine,Dave LaFontaine,Independent journalist,None,4,RECORD-00191,1,,
P0756,Person,Dave Cormier,Dave Cormier,,None,4,RECORD-00191,1,,
P0757,Person,Tom Matrullo,Tom Matrullo,,None,4,RECORD-00191,1,,
P0758,Person,Jon Husband,Jon Husband,,None,4,RECORD-00191,1,,
P0759,Person,Scott Walters,Scott Walters,,None,4,RECORD-00191,1,,
P0760,Person,Ryan Sholin,Ryan Sholin,J-school student,None,4,RECORD-00191,3,,
P0761,Person,Billmon,Billmon,Blogger,None,4,RECORD-00191,2,,
P0762,Person,David Carr,David Carr,Columnist,The New York Times,8,RECORD-00192,7,,
P0763,Person,Stephen Colbert,Stephen Colbert,Comedian,,8,RECORD-00192,1,,
P0764,Person,Scott McClellan,Scott McClellan,Press Secretary,Bush Administration,6,RECORD-00192,13,,
P0765,Person,Lowell Bergman,Lowell Bergman,Correspondent,Frontline,7,RECORD-00192,1,,
P0766,Person,Ernest Sotomayor,Ernest Sotomayor,President,Unity: Journalists of Color,7,RECORD-00194,4,,
P0767,Person,Mark Memmott,Mark Memmott,,USA Today,5,RECORD-00194,2,,
P0768,Person,Akilah Johnson,Akilah Johnson,,Sun-Sentinel,5,RECORD-00194,1,,
P0769,Person,J. Patrick Coolican,J. Patrick Coolican,,Seattle Times,5,RECORD-00194,1,,
P0770,Person,Florangela Davila,Florangela Davila,,Seattle Times,5,RECORD-00194,1,,
P0771,Person,Bob Steele,Bob Steele,Ethics Specialist,Poynter Institute,7,RECORD-00194,2,,
P0772,Person,Michael Graham,Michael Graham,,National Review,5,RECORD-00194,1,,
P0773,Person,Donna Britt,Donna Britt,,The Washington Post,6,RECORD-00194,1,,
P0774,Person,Colin Powell,Colin Powell,Secretary of State,,4,RECORD-00194,1,,
P0775,Person,Darryl Fears,Darryl Fears,,Washington Post,5,RECORD-00194,1,,
P0776,Person,Roxanne Roberts,Roxanne Roberts,,Washington Post,5,RECORD-00194,1,,
P0777,Person,Dan Gilmor,Dan Gilmor,Author,N/A,5,RECORD-00195,1,,
P0778,Person,Renee Blodgett,Renee Blodgett,Blogger,Down the Avenue,3,RECORD-00195,1,,
P0779,Person,Tim Oren,Tim Oren,Writer,N/A,3,RECORD-00195,1,,
P0780,Person,David Kirkpatrick,David Kirkpatrick,Writer,Fortune Magazine,3,RECORD-00195,1,,
P0781,Person,Matthew Klam,Matthew Klam,Writer,New York Times Magazine,3,RECORD-00195,1,,
P0782,Person,Moulitsas,Moulitsas,Blogger,Daily Kos,4,RECORD-00195,1,,
P0783,Person,Atrios,Atrios,Blogger,N/A,4,RECORD-00195,3,,
P0784,Person,Leonard Cohen,Leonard Cohen,Singer/Songwriter,N/A,2,RECORD-00195,1,,
P0785,Person,Tom Oliphant,Tom Oliphant,Journalist,Boston Globe,5,RECORD-00196,1,,
P0786,Person,John O'Neill,John O'Neill,"Author, Veteran",Swift Boat Veterans for Truth,7,RECORD-00196,1,,
P0787,Person,Linda Feldmann,Linda Feldmann,Journalist,Christian Science Monitor,4,RECORD-00196,1,,
P0788,Person,Alison Mitchell,Alison Mitchell,Deputy National Editor,The New York Times,4,RECORD-00196,1,,
P0789,Person,Eric Bohlert,Eric Bohlert,Journalist,Salon,4,RECORD-00196,1,,
P0790,Person,Maria L. La Ganga,Maria L. La Ganga,Journalist,Los Angeles Times,5,RECORD-00196,1,,
P0791,Person,Stephen Braun,Stephen Braun,Journalist,Los Angeles Times,5,RECORD-00196,1,,
P0792,Person,Kate Zerkike,Kate Zerkike,Journalist,The New York Times,5,RECORD-00196,1,,
P0793,Person,James O'Shea,James O'Shea,Managing Editor,Chicago Tribune,5,RECORD-00196,1,,
P0794,Person,William Rood,William Rood,Editor,Chicago Tribune,5,RECORD-00196,1,,
P0795,Person,John Podhoretz,John Podhoretz,Columnist,New York Post,5,RECORD-00196,1,,
P0796,Person,John Hinderaker,John Hinderaker,"Blogger, Lawyer",Power Line,4,RECORD-00196,2,,
P0797,Person,Matt Wretchard,Matt Wretchard,Blogger,Belmont Club,4,RECORD-00196,1,,
P0798,Person,Jill Dougherty,Jill Dougherty,Journalist,CNN,4,RECORD-00196,1,,
P0799,Person,Kyra Phillips,Kyra Phillips,Journalist,CNN,4,RECORD-00196,1,,
P0800,Person,Alessandra Stanley,Alessandra Stanley,Journalist,The New York Times,4,RECORD-00196,2,,
P0801,Person,Susan Hammer,Susan Hammer,Former Mayor,San Jose,4,RECORD-00197,1,,
P0802,Person,Carl Guardino,Carl Guardino,CEO,Silicon Valley Leadership Group,4,RECORD-00197,1,,
P0803,Person,Pat Dando,Pat Dando,Head,Silicon Valley Chamber of Commerce,4,RECORD-00197,1,,
P0804,Person,Don Kassing,Don Kassing,President,San Jose State University,4,RECORD-00197,1,,
P0805,Person,Tom Campbell,Tom Campbell,Dean,U.C. Berkeley Haas School of Business,4,RECORD-00197,1,,
P0806,Person,David M. Kennedy,David M. Kennedy,History Professor,Stanford University,4,RECORD-00197,1,,
P0807,Person,Brian Tierney,Brian Tierney,Advertising Executive,Philadelphia,5,RECORD-00197,1,,
P0808,Person,Michael Shapiro,Michael Shapiro,,,6,RECORD-00197,1,,
P0809,Person,Gary Pruitt,Gary Pruitt,CEO,McClatchy,5,RECORD-00197,1,,
P0810,Person,Amanda Bennett,Amanda Bennett,Editor,The Philadelphia Inquirer,6,RECORD-00197,2,,
P0811,Person,Tony Ridder,Tony Ridder,Outgoing Boss,Knight-Ridder,4,RECORD-00197,1,,
P0812,Person,Dave Beal,Dave Beal,Columnist,St. Paul Pioneer Press,5,RECORD-00197,1,,
P0813,Person,John Welbes,John Welbes,Reporter,St. Paul Pioneer Press,4,RECORD-00197,1,,
P0814,Person,Jennifer Bjorhus,Jennifer Bjorhus,Reporter,St. Paul Pioneer Press,4,RECORD-00197,1,,
P0815,Person,Dan Foote,Dan Foote,President,Foote & Co.,4,RECORD-00197,1,,
P0816,Person,Par Ridder,Par Ridder,Publisher,St. Paul Pioneer Press,4,RECORD-00197,1,,
P0817,Person,Gene Carr,Gene Carr,Chief Executive,American Community Newspapers,5,RECORD-00197,1,,
P0818,Person,Diane Evans,Diane Evans,Columnist,Akron Beacon-Journal,5,RECORD-00197,1,,
P0819,Person,Jack Knight,Jack Knight,,,5,RECORD-00197,1,,
P0820,Person,Will Bunch,Will Bunch,Blogger,Philadelphia Daily News,5,RECORD-00197,4,,
P0821,Person,Andrew Heyward,Andrew Heyward,,CBS News,4,RECORD-00197,6,,
P0822,Person,Bob Stepno,Bob Stepno,,,3,RECORD-00197,1,,
P0823,Person,Jeff Grammage,Jeff Grammage,,The Philadelphia Inquirer,4,RECORD-00197,1,,
P0824,Person,John Chambers,John Chambers,,,3,RECORD-00197,1,,
P0825,Person,Andy Grove,Andy Grove,,,3,RECORD-00197,1,,
P0826,Person,John Doerr,John Doerr,,,3,RECORD-00197,1,,
P0827,Person,Weldon Berger,Weldon Berger,Blogger,BTC News,5,RECORD-00198,4,,
P0828,Person,Eric Brewer,Eric Brewer,White House Correspondent,BTC News,5,RECORD-00198,2,,
P0829,Person,Terry Teachout,Terry Teachout,Arts Blogger,About Last Night,5,RECORD-00198,3,,
P0830,Person,Laura Demanski,Laura Demanski,Contributor,About Last Night,4,RECORD-00198,1,,
P0831,Person,Alan Rusbridger,Alan Rusbridger,Editor,The Guardian,4,RECORD-00199,2,,
P0832,Person,John Nichols,John Nichols,Journalist,The Capital Times,6,RECORD-00199,1,,
P0833,Person,William T. Evjue,William T. Evjue,Founder,The Capital Times,8,RECORD-00199,1,,
P0834,Person,Robert M. La Follette,Robert M. La Follette,Politician,Wisconsin,3,RECORD-00199,1,,
P0835,Person,Joseph McCarthy,Joseph McCarthy,Senator,Wisconsin,3,RECORD-00199,1,,
P0836,Person,Dave Zweifel,Dave Zweifel,Editor Emeritus,The Capital Times,6,RECORD-00199,1,,
P0837,Person,Lew Friedland,Lew Friedland,Journalism Professor,University of Wisconsin-Madison,7,RECORD-00199,1,,
P0838,Person,Mark Eisen,Mark Eisen,Editor,Isthmus,5,RECORD-00199,1,,
P0839,Person,Sue Robinson,Sue Robinson,Journalism Researcher,The Capital Times,5,RECORD-00199,1,,
P0840,Person,Paul Fanlund,Paul Fanlund,Editor,The Capital Times,4,RECORD-00199,1,,
P0841,Person,Charles Nesson,Charles Nesson,Professor of Law,Harvard Law School; Berkman Center for Internet & Society,7,RECORD-00200,1,,
P0842,Person,Jimmy Wales,Jimmy Wales,Co-founder,Wikipedia; Wikimedia Foundation,9,RECORD-00200,4,,
P0843,Person,Jan Schaffer,Jan Schaffer,Executive Director,"J-Lab, The Institute for Interactive Journalism, University of Maryland",6,RECORD-00200,2,,
P0844,Person,Walter Bender,Walter Bender,Executive Director and Senior Research Scientist,MIT Media Lab,6,RECORD-00200,1,,
P0845,Person,Brendan Greeley,Brendan Greeley,"Site Editor, Writer, Radio Producer",Public Radio Exchange,5,RECORD-00200,1,,
P0846,Person,Jonathan Zittrain,Jonathan Zittrain,,None,5,RECORD-00200,1,,
P0847,Person,Brooks Jackson,Brooks Jackson,"Director, Former Investigative Reporter","factcheck.org, Associated Press, Wall Street Journal, CNN",6,RECORD-00200,1,,
P0848,Person,Wolf Blitzer,Wolf Blitzer,Anchor,CNN,10,RECORD-00201,3,,
P0849,Person,Dennis Kucinich,Dennis Kucinich,Congressman,Ohio,10,RECORD-00201,1,,
P0850,Person,Carol Moseley Braun,Carol Moseley Braun,,,4,RECORD-00201,1,,
P0851,Person,Dick Gephardt,Dick Gephardt,,,4,RECORD-00201,1,,
P0852,Person,Stirling Newberry,Stirling Newberry,,,4,RECORD-00201,1,,
P0853,Person,James Zogby,James Zogby,Pollster,None,4,RECORD-00202,1,,
P0854,Person,Judy Miller,Judy Miller,Reporter,The New York Times,10,RECORD-00203,7,,
P0855,Person,Jonathan Landman,Jonathan Landman,Deputy Managing Editor,The New York Times,7,RECORD-00203,3,,
P0856,Person,Adam Liptak,Adam Liptak,Reporter,The New York Times,5,RECORD-00203,1,,
P0857,Person,Don Van Natta Jr.,Don Van Natta Jr.,Reporter,The New York Times,5,RECORD-00203,1,,
P0858,Person,Janny Scott,Janny Scott,Writer,The New York Times,5,RECORD-00203,1,,
P0859,Person,David Johnston,David Johnston,Reporter,The New York Times,6,RECORD-00203,2,,
P0860,Person,Robert Bennett,Robert Bennett,Attorney,Attorney for Judy Miller,6,RECORD-00203,1,,
P0861,Person,Paul McLeary,Paul McLeary,Reporter/Editor,CJR Daily,4,RECORD-00203,1,,
P0862,Person,Barney Calame,Barney Calame,Public Editor,The New York Times,6,RECORD-00203,3,,
P0863,Person,Floyd Abrams,Floyd Abrams,Lawyer,None,4,RECORD-00203,1,,
P0864,Person,Bob Novak,Bob Novak,Journalist,None,3,RECORD-00203,1,,
P0865,Person,William Jackson,William Jackson,Columnist,Editor & Publisher,4,RECORD-00203,2,,
P0866,Person,Josef Hebert,Josef Hebert,Reporter,Associated Press,3,RECORD-00203,1,,
P0867,Person,Patricia Hurtado,Patricia Hurtado,Reporter,Newsday,3,RECORD-00203,1,,
P0868,Person,Bruce Sanford,Bruce Sanford,Lawyer,Baker and Hostetler,3,RECORD-00203,1,,
P0869,Person,Joe Trippi,Joe Trippi,Campaign Manager,Dean Campaign,10,RECORD-00204,2,,
P0870,Person,Ross Mayfield,Ross Mayfield,Blogger,,3,RECORD-00204,1,,
P0871,Person,Wes Boyd,Wes Boyd,Executive,MoveOn.org,3,RECORD-00204,1,,
P0872,Person,Scott Heiferman,Scott Heiferman,Executive,MeetUp.com,3,RECORD-00204,1,,
P0873,Person,David Sifry,David Sifry,Executive,Technorati,3,RECORD-00204,1,,
P0874,Person,Tim O’Reilly,Tim O’Reilly,Executive,O'Reilly Media,4,RECORD-00204,1,,
P0875,Person,Micah Sifry,Micah Sifry,Writer,The Nation,4,RECORD-00204,3,,
P0876,Person,Richard Gephardt,Richard Gephardt,Congressman,Democratic Party,3,RECORD-00204,1,,
P0877,Person,William Drenttel,William Drenttel,"Designer, Prime Mover","Design Observer, Winterhouse Institute",10,RECORD-00205,1,,
P0878,Person,Russ Walker,Russ Walker,Editor,Washingtonpost.com,5,RECORD-00205,1,,
