relationship_id,source_record_id,source_entity_id,source_entity_name,relationship_type,target_entity_id,target_entity_name,context_snippet,confidence_score,extracted_date
RECORD-00317_REL_010,RECORD-00317,P0915,Ari Fleischer,Affiliated With,O0126,White House,The deliberately colorless Ari Fleischer raised the content-free briefing,1.0,2025-10-22
RECORD-00317_REL_011,RECORD-00317,P0640,David Gergen,Affiliated With,O0126,White House,David Gergen...served as White House advisor,1.0,2025-10-22
RECORD-00317_REL_012,RECORD-00317,P0047,Ken Auletta,Published In,O0032,The New Yorker,Ken Auletta of the New Yorker was one of the first to notice the shift and try to describe it.,0.9,2025-10-22
RECORD-00317_REL_013,RECORD-00317,P1163,Ron Suskind,Published In,O0002,The New York Times,"Ron Suskind was getting at in a celebrated passage from his 2004 article in the New York Times Magazine, Without a Doubt.",0.9,2025-10-22
RECORD-00317_REL_014,RECORD-00317,C0408,Journalism of Assertion,Originated By,P0347,Tom Rosenstiel,"rollback intersects with trends in journalism that, as Tom Rosenstiel notes, are promoting a “journalism of assertion”",0.9,2025-10-22
RECORD-00318_REL_001,RECORD-00318,P1207,Orville Schell,Affiliated With,O0764,"University of California, Berkeley","Dean of the Journalism School at University of California, Berkeley",1.0,2025-10-22
RECORD-00318_REL_002,RECORD-00318,P1207,Orville Schell,Discusses,W0353,"Deep Throat, J-School and Newsroom Religion","if he wanted to reply to my June 5th post: Deep Throat, J-School and Newsroom Religion. He graciously accepted.",1.0,2025-10-22
RECORD-00318_REL_003,RECORD-00318,O0765,Harvard University's Kennedy School of Government,Affiliated With,P1204,Alex S. Jones,"Alex S. Jones, director of the Joan Shorenstein Center on the Press, Politics and Public Policy at Harvard University",1.0,2025-10-22
RECORD-00318_REL_004,RECORD-00318,O0595,Carnegie Corporation,Affiliated With,P1297,Vartan Gregorian,"Carnegie, whose president, Vartan Gregorian, is also a key player in the project",1.0,2025-10-22
RECORD-00318_REL_005,RECORD-00318,P1207,Orville Schell,Discusses,C0229,Public Relations,"many in the higher reaches of government have a keener appreciation of public relations than of independent, hard-hitting and often abrasive investigative journalism.",0.9,2025-10-22
RECORD-00318_REL_006,RECORD-00318,P1207,Orville Schell,Discusses,E0004,Iraq War,"And, let’s not even raise the question of the war in Iraq and WMD.",0.9,2025-10-22
RECORD-00318_REL_007,RECORD-00318,P1207,Orville Schell,Discusses,P0014,George W. Bush,they have not been able to get much traction against the shameless spin-mongering and outright distortions of the Bush Administration.,0.9,2025-10-22
RECORD-00318_REL_008,RECORD-00318,P1207,Orville Schell,Discusses,E0003,Watergate,"The Watergate hearings were cathartic, because sclerotic Washington did finally rise for one grand moment to dig in the Washington manure pile and get past the spin and PR to search out truth and fact",0.9,2025-10-22
RECORD-00318_REL_009,RECORD-00318,P1207,Orville Schell,Discusses,P0917,Carl Bernstein,"But, let’s be honest. There is something about every fraternity, profession, and even society, that does seem to need to lionize and mythologize certain people so that they become iconic hood ornament",0.9,2025-10-22
RECORD-00318_REL_010,RECORD-00318,P1207,Orville Schell,Discusses,P0321,Bob Woodward,"But, let’s be honest. There is something about every fraternity, profession, and even society, that does seem to need to lionize and mythologize certain people so that they become iconic hood ornament",0.9,2025-10-22
RECORD-00318_REL_011,RECORD-00318,P1204,Alex S. Jones,Affiliated With,O0169,Shorenstein Center,to be administered by Alex Jones at the Shorenstein Center,1.0,2025-10-22
RECORD-00318_REL_012,RECORD-00318,O0595,Carnegie Corporation,Supports,O0764,"University of California, Berkeley",the aim of the partners is to “advance the U.S. news business by helping revitalize schools of journalism.”,0.8,2025-10-22
RECORD-00319_REL_001,RECORD-00319,W0002,PressThink,Discusses,C0001,Handsell Book,"able to diagnose and write vividly about press behavior, press thinking, press pyschology, as well as the tensions between mainstream journalism and the Web",0.8,2025-10-22
RECORD-00319_REL_002,RECORD-00319,W0002,PressThink,Affiliated With,O0049,NYU,make a (tax-deductible) gift to NYU for purposes of sustaining and improving PressThink,0.7,2025-10-22
RECORD-00319_REL_003,RECORD-00319,W0182,About Last Night,Originated By,P0829,Terry Teachout,for one model see Terry Teachout’s About Last Night,0.8,2025-10-22
RECORD-00319_REL_004,RECORD-00319,W0002,PressThink,Discusses,O0002,The New York Times,"examination of old think in the press, begun by ex-New York Timesman",0.7,2025-10-22
RECORD-00319_REL_005,RECORD-00319,P0713,Doug McGill,Affiliated With,O0002,The New York Times,ex-New York Timesman Doug McGill,0.9,2025-10-22
RECORD-00319_REL_006,RECORD-00319,W0161,The Fading Mystique of an Objective Press,Originated By,P0713,Doug McGill,The Fading Mystique of an Objective Press begun by ex-New York Timesman Doug McGill,0.9,2025-10-22
RECORD-00319_REL_007,RECORD-00319,W0354,No Longer Do the Newsies Decide,Originated By,P0441,Daniel Weintraub,Sacramento Bee columnist Daniel Weintraub (No Longer Do the Newsies Decide.),0.9,2025-10-22
RECORD-00319_REL_008,RECORD-00319,P0441,Daniel Weintraub,Affiliated With,O0329,Sacramento Bee,Sacramento Bee columnist Daniel Weintraub,0.9,2025-10-22
RECORD-00319_REL_009,RECORD-00319,W0002,PressThink,Discusses,E0091,2004 Election,the predicament of the press in the wake of the 2004 election,0.8,2025-10-22
RECORD-00320_REL_001,RECORD-00320,P1300,Bob Zelnick,Affiliated With,O0768,Boston University Journalism Department Faculty,"Bob Zelnick, the former ABC News correspondent who now teaches journalism for a living.",1.0,2025-10-22
RECORD-00320_REL_002,RECORD-00320,P1300,Bob Zelnick,Discusses,C0410,Journalistic Integrity,"Zelnick… said in a cover memo to us, his colleagues in J-schools at other universities, that the action his faculty took was, in a sense, a memorial to a time when such actions made a difference.",0.8,2025-10-22
RECORD-00320_REL_003,RECORD-00320,O0768,Boston University Journalism Department Faculty,Mentions,O0448,Bush Administration,“to identify and cease other practices with respect to VNRs that run a substantial risk of misleading the public.”,0.8,2025-10-22
RECORD-00320_REL_004,RECORD-00320,P0432,Mitchell Stephens,Affiliated With,O0049,NYU,acting chair Professor Mitchell Stephens,1.0,2025-10-22
RECORD-00320_REL_005,RECORD-00320,P1301,Barry Sussman,Affiliated With,O0023,The Washington Post,Barry Sussman writes… former Washington Post editor,1.0,2025-10-22
RECORD-00320_REL_006,RECORD-00320,O0771,Columbia University’s Graduate School of Journalism,Mentions,P1307,Lee Bollinger,Columbia Plans 2nd Master’s in Journalism. (President Lee Bollinger is quoted.),0.9,2025-10-22
RECORD-00321_REL_001,RECORD-00321,W0002,PressThink,Discusses,C0037,Crowdsourcing,Model I see emerging would combine... crowdsourcing projects,0.8,2025-10-22
RECORD-00321_REL_002,RECORD-00321,P1310,Howard Weaver,Mentions,W0002,PressThink,"Howard Weaver said, “It comes as close as anything I’ve seen to a roadmap for the near future.”",0.7,2025-10-22
RECORD-00321_REL_003,RECORD-00321,O0389,The News & Observer,Affiliated With,P1311,Dan Barkin,Dan Barkin of the News & Observer,1.0,2025-10-22
RECORD-00321_REL_004,RECORD-00321,C0412,River of news,Originated By,P0290,Dave Winer,Get familiar with the “river of news” idea—via Dave Winer,0.8,2025-10-22
RECORD-00321_REL_005,RECORD-00321,P1310,Howard Weaver,Affiliated With,O0778,The McClatchy Company,"Howard Weaver, Vice President for News at The McClatchy Company",1.0,2025-10-22
RECORD-00322_REL_001,RECORD-00322,P0005,Jay Rosen,Discusses,W0359,The Siegal Committee Report,I removed it from the big post commenting in detail about the report because it’s moot— now that the link is back.,0.9,2025-10-22
RECORD-00322_REL_002,RECORD-00322,P0005,Jay Rosen,Criticizes,O0002,The New York Times,"The Siegal Report, a Triumph of Self Refection at the Times, Becomes the Case of the Missing Link.",0.8,2025-10-22
RECORD-00322_REL_003,RECORD-00322,P0005,Jay Rosen,Mentions,P0514,Daniel Okrent,"My suggestion to Daniel Okrent, the new Public Editor at the New York Times, is to solve the case of the missing link.",0.9,2025-10-22
RECORD-00322_REL_004,RECORD-00322,P0005,Jay Rosen,Published In,O0035,Romenesko,I posted a little letter about it at Romenesko last week.,0.9,2025-10-22
RECORD-00322_REL_005,RECORD-00322,W0359,The Siegal Committee Report,Published In,O0397,The New York Times Company,It was there in late July and through the summer at the Times Company’s corporate site,0.9,2025-10-22
RECORD-00322_REL_006,RECORD-00322,P0514,Daniel Okrent,Affiliated With,O0002,The New York Times,"Daniel Okrent, the new Public Editor at the New York Times",1.0,2025-10-22
RECORD-00322_REL_007,RECORD-00322,P0013,Len Apcar,Affiliated With,O0002,The New York Times,"Len Apcar, head of the Times site",1.0,2025-10-22
RECORD-00322_REL_008,RECORD-00322,P0564,Toby Usnik,Affiliated With,O0397,The New York Times Company,"Toby Usnik, a spokesman for the company.",1.0,2025-10-22
RECORD-00322_REL_009,RECORD-00322,W0359,The Siegal Committee Report,Mentions,P0030,Bill Keller,"This, despite a passage in Bill Keller’s introductory note, from the day it became news",0.8,2025-10-22
RECORD-00323_REL_001,RECORD-00323,P1313,Clark Hoyt,Affiliated With,O0002,The New York Times,Clark Hoyt is the public editor of The New York Times,1.0,2025-10-22
RECORD-00323_REL_002,RECORD-00323,P1313,Clark Hoyt,Discusses,E0105,2008 campaign,Clark Hoyt discusses the NYT's coverage of the 2008 campaign.,0.9,2025-10-22
RECORD-00323_REL_003,RECORD-00323,P1313,Clark Hoyt,Discusses,C0050,Objectivity,Hoyt's effort is to prove the NYT's neutrality,0.8,2025-10-22
RECORD-00323_REL_004,RECORD-00323,O0002,The New York Times,Mentions,E0105,2008 campaign,Coverage of the 2008 campaign.,0.7,2025-10-22
RECORD-00323_REL_005,RECORD-00323,P0514,Daniel Okrent,Affiliated With,O0002,The New York Times,Daniel Okrent was the public editor of the NYT,1.0,2025-10-22
RECORD-00323_REL_006,RECORD-00323,P0008,Josh Marshall,Affiliated With,O0779,TPM Media,Josh Marshall's TPM Media operation,1.0,2025-10-22
RECORD-00323_REL_007,RECORD-00323,P0008,Josh Marshall,Discusses,C0082,Accountability journalism,Marshall believes in accountability journalism,0.9,2025-10-22
RECORD-00323_REL_008,RECORD-00323,O0779,TPM Media,Mentions,W0360,Talking Points Memo,Reader of Talking Points Memo,0.7,2025-10-22
RECORD-00323_REL_009,RECORD-00323,O0779,TPM Media,Mentions,P1314,George K. Polk,TPM won a George K. Polk Award,0.7,2025-10-22
RECORD-00323_REL_010,RECORD-00323,P0313,Keith Olbermann,Affiliated With,O0071,MSNBC,Keith Olbermann anchoring coverage for MSNBC,1.0,2025-10-22
RECORD-00323_REL_011,RECORD-00323,P0313,Keith Olbermann,Criticizes,P0014,George W. Bush,denounce Bush for world class denial,0.8,2025-10-22
RECORD-00323_REL_012,RECORD-00323,P0313,Keith Olbermann,Criticizes,P0093,Hillary Clinton,criticize Hillary Clinton for fratricide,0.8,2025-10-22
RECORD-00323_REL_013,RECORD-00323,P1315,James Poniewozik,Affiliated With,O0709,Time,James Poniewozik of Time,1.0,2025-10-22
RECORD-00323_REL_014,RECORD-00323,P0010,Jeff Jarvis,Affiliated With,O0158,The Guardian,"Jeff Jarvis, writing for The Guardian",1.0,2025-10-22
RECORD-00323_REL_015,RECORD-00323,P0600,Walter Pincus,Affiliated With,O0023,The Washington Post,Walter Pincus at the Washington Post,1.0,2025-10-22
RECORD-00323_REL_016,RECORD-00323,P0600,Walter Pincus,Discusses,C0413,Neutrality,Pincus describes the rise of neutrality as a loss of rights,0.8,2025-10-22
RECORD-00323_REL_017,RECORD-00323,P0314,Leonard Downie,Affiliated With,O0023,The Washington Post,"Leonard Downie, executive editor of the Post",1.0,2025-10-22
RECORD-00323_REL_018,RECORD-00323,P0600,Walter Pincus,Mentions,P0314,Leonard Downie,"Leonard Downie, executive editor of the Post, would probably blanch.",0.6,2025-10-22
RECORD-00323_REL_019,RECORD-00323,P1316,Lou Dobbs,Affiliated With,O0015,CNN,Lou Dobbs ... a ratings hit for CNN,0.8,2025-10-22
RECORD-00323_REL_020,RECORD-00323,P0582,Michael Deaver,Mentions,P0195,Ronald Reagan,Michael Deaver started it during the Reagan Years,0.7,2025-10-22
RECORD-00323_REL_021,RECORD-00323,P0582,Michael Deaver,Mentions,O0023,The Washington Post,Eroded the independent judgment in the press,0.7,2025-10-22
RECORD-00323_REL_022,RECORD-00323,P0600,Walter Pincus,Cites,P1317,William Allen White,To William Allen White of Kansas,0.9,2025-10-22
RECORD-00323_REL_023,RECORD-00323,P0600,Walter Pincus,Cites,P1318,Theodore Roosevelt,Who helped explain and promote Theodore Roosevelt’s progressive ideas,0.8,2025-10-22
RECORD-00323_REL_024,RECORD-00323,P0600,Walter Pincus,Cites,P0224,Lincoln Steffens,"To Lincoln Steffens, the great muckraker",0.9,2025-10-22
RECORD-00323_REL_025,RECORD-00323,P0600,Walter Pincus,Cites,W0364,Shame of Cities,Who wrote 'Shame of Cities',0.8,2025-10-22
RECORD-00323_REL_026,RECORD-00323,P1319,Steve Coll,Affiliated With,O0023,The Washington Post,"Steve Coll, managing editor of The Washington Post",1.0,2025-10-22
RECORD-00323_REL_027,RECORD-00323,P0600,Walter Pincus,Mentions,O0782,Clinton School of Public Service,"“Power of the Pen: A Call for Journalistic Courage” is the title of an essay Walter Pincus wrote for Frank: Academics for the Real World, which is published by the Clinton School of Public Service in ",0.6,2025-10-22
RECORD-00323_REL_028,RECORD-00323,P0600,Walter Pincus,Discusses,C0385,Fairness,The article discusses the importance of fairness in journalism.,0.9,2025-10-22
RECORD-00323_REL_029,RECORD-00323,P0600,Walter Pincus,Published In,W0365,Power of the Pen: A Call for Journalistic Courage,“Power of the Pen” is Walter Pincus’s essay,0.8,2025-10-22
RECORD-00323_REL_030,RECORD-00323,P0600,Walter Pincus,Published In,W0166,Nieman Watchdog,Pincus wrote in 2006 for Nieman Watchdog,0.8,2025-10-22
RECORD-00325_REL_001,RECORD-00325,O0783,Wikileaks,Published In,O0783,Wikileaks,Wikileaks just publish the Afghanistan war logs,1.0,2025-10-22
RECORD-00325_REL_002,RECORD-00325,W0366,"Afghan War Diary, 2004-2010",Discusses,O0783,Wikileaks,"Wikileaks.org: Afghan War Diary, 2004-2010",1.0,2025-10-22
RECORD-00325_REL_003,RECORD-00325,O0784,Der Spiegel,Published In,O0784,Der Spiegel,Der Spiegel: Explosive Leaks Provide Image of War from Those Fighting It,1.0,2025-10-22
RECORD-00325_REL_004,RECORD-00325,O0002,The New York Times,Published In,O0002,The New York Times,New York Times: The War Logs,1.0,2025-10-22
RECORD-00325_REL_005,RECORD-00325,O0158,The Guardian,Published In,O0158,The Guardian,The Guardian: The Afghanistan War Logs,1.0,2025-10-22
RECORD-00325_REL_006,RECORD-00325,P1320,Julien Assange,Affiliated With,O0783,Wikileaks,"as Julien Assange, founder of Wikileaks",1.0,2025-10-22
RECORD-00325_REL_007,RECORD-00325,O0783,Wikileaks,Discusses,O0126,White House,The initial response from the White House was extremely unimpressive,0.8,2025-10-22
RECORD-00325_REL_008,RECORD-00325,O0002,The New York Times,Affiliated With,P1321,Philip Shenon,"Philip Shenon, an investigative reporter formerly at the New York Times",1.0,2025-10-22
RECORD-00325_REL_009,RECORD-00325,C0414,Stateless news organization,Discusses,O0783,Wikileaks,Which is one of the most striking things about it: the world’s first stateless news organization.,1.0,2025-10-22
RECORD-00325_REL_010,RECORD-00325,O0785,Politico.com,Affiliated With,P1322,Glenn Thrush,As Glenn Thrush noted on Politico.com,1.0,2025-10-22
RECORD-00325_REL_011,RECORD-00325,W0371,Top Secret America,Discusses,O0023,The Washington Post,"Last week, it was the Washington Post’s big series, Top Secret America",1.0,2025-10-22
RECORD-00326_REL_001,RECORD-00326,O0589,Sunlight Foundation,Supports,O0456,NewAssignment.Net,Sunlight Foundation is underwriting the test project.,1.0,2025-10-22
RECORD-00326_REL_002,RECORD-00326,P0108,Craig Newmark,Supports,O0456,NewAssignment.Net,matching the gift by Craig Newmark that got us started.,1.0,2025-10-22
RECORD-00326_REL_003,RECORD-00326,P1172,Ellen Miller,Discusses,O0456,NewAssignment.Net,to explain how NewAssignment.Net fit into the Foundation’s agenda.,0.9,2025-10-22
RECORD-00326_REL_004,RECORD-00326,O0589,Sunlight Foundation,Discusses,C0103,Open Source Journalism,As we came to understand the open source journalism world we began to see how its practice might likely achieve those goals more effectively than the traditional media.,0.8,2025-10-22
RECORD-00326_REL_006,RECORD-00326,P0875,Micah Sifry,Affiliated With,O0589,Sunlight Foundation,"Micah Sifry, who has been consulting on technology for Sunlight and is also advising me on NewAssignment.Net",1.0,2025-10-22
RECORD-00326_REL_007,RECORD-00326,P0875,Micah Sifry,Affiliated With,O0456,NewAssignment.Net,"Micah Sifry, who has been consulting on technology for Sunlight and is also advising me on NewAssignment.Net",1.0,2025-10-22
RECORD-00326_REL_008,RECORD-00326,P0875,Micah Sifry,Discusses,O0456,NewAssignment.Net,NADN and Sunlight are born out of a common sensibility,0.8,2025-10-22
RECORD-00326_REL_009,RECORD-00326,P0875,Micah Sifry,Discusses,C0258,Fourth Estate,commercial and political pressures have turned the Fourth Estate away from its vital mission,0.7,2025-10-22
RECORD-00326_REL_010,RECORD-00326,P0875,Micah Sifry,Expands On,C0415,Networked Public Sphere,But the rise of what Yochai Benkler calls the “networked public sphere” offers hope of repairing our democracy,0.8,2025-10-22
RECORD-00326_REL_011,RECORD-00326,P0875,Micah Sifry,Discusses,C0416,Fifth Estate,may help foster a “Fifth Estate” where the public acts as its own watchdog,0.8,2025-10-22
RECORD-00326_REL_012,RECORD-00326,P0499,Zephyr Teachout,Affiliated With,O0589,Sunlight Foundation,"Zephyr Teachout, Sunlight’s National Director",1.0,2025-10-22
RECORD-00326_REL_013,RECORD-00326,O0787,Center for Citizen Media,Supports,O0456,NewAssignment.Net,Sunlight announced another grant today to Dan Gillmor’s Center for Citizen Media for an election year project that overlaps with NewAssignment.Net,0.9,2025-10-22
RECORD-00326_REL_014,RECORD-00326,P0128,Dan Gillmor,Affiliated With,O0787,Center for Citizen Media,"Dan Gillmor, director of the Center for Citizen Media",1.0,2025-10-22
RECORD-00326_REL_015,RECORD-00326,P0128,Dan Gillmor,Affiliated With,O0764,"University of California, Berkeley","Assisting the students will be co-instructors Dan Gillmor... at the Graduate School of Journalism, University of California, Berkeley",0.9,2025-10-22
RECORD-00326_REL_016,RECORD-00326,P0128,Dan Gillmor,Mentions,O0456,NewAssignment.Net,He’s also an adviser to New Assignment.,0.9,2025-10-22
RECORD-00326_REL_017,RECORD-00326,O0456,NewAssignment.Net,Mentions,P0326,Bob Garfield,Bob Garfield of NPR’s On the Media interviews me about New Assignment.,0.9,2025-10-22
RECORD-00326_REL_018,RECORD-00326,O0456,NewAssignment.Net,Discusses,O0103,Congress,"a blog-organized, red-blue, 50-state coalition of citizen volunteers who would read and decipher (for purposes of public understanding) every word of every bill Congress votes on and passes in a given",0.7,2025-10-22
RECORD-00326_REL_019,RECORD-00326,P0010,Jeff Jarvis,Discusses,C0005,Newsroom Religion,Jeff Jarvis offers a definition of networked news,0.9,2025-10-22
RECORD-00327_REL_001,RECORD-00327,O0117,Fox News Channel,Published In,E0001,Republican National Convention,Fox beat all networks in the ratings race at the Republican convention.,0.8,2025-10-22
RECORD-00327_REL_002,RECORD-00327,O0045,Republican Party,Affiliated With,O0117,Fox News Channel,Republicans sell their convention to Fox exclusively,0.7,2025-10-22
RECORD-00327_REL_003,RECORD-00327,O0059,Democratic Party,Affiliated With,O0015,CNN,Democrats to go with CNN,0.7,2025-10-22
RECORD-00327_REL_004,RECORD-00327,P1327,David Westin,Affiliated With,O0055,ABC News,"David Westin, president of ABC News",1.0,2025-10-22
RECORD-00327_REL_005,RECORD-00327,O0055,ABC News,Discusses,E0001,Republican National Convention,"ABC News, wrote about it",0.8,2025-10-22
RECORD-00327_REL_006,RECORD-00327,O0015,CNN,Discusses,E0100,Democratic National Convention,CNN negotiated with the Democratic Party for a special broadcast platform,0.9,2025-10-22
RECORD-00328_REL_001,RECORD-00328,P1328,Tom Bettag,Discusses,C0417,Public Trust,Bettag discusses how public trust is the real commodity network news deals in.,0.9,2025-10-22
RECORD-00328_REL_002,RECORD-00328,P1328,Tom Bettag,Criticizes,O0419,CBS News,Bettag implies CBS and other networks failed to prioritize news over profit during the 1980s.,0.8,2025-10-22
RECORD-00328_REL_003,RECORD-00328,P1328,Tom Bettag,Discusses,E0111,September 11th Attacks,Bettag discusses the network response to 9/11 and how they regained public trust.,0.9,2025-10-22
RECORD-00328_REL_004,RECORD-00328,P0363,Edward R. Murrow,Originated By,C0420,Gospel of Murrow,The gospel of Murrow.,1.0,2025-10-22
RECORD-00328_REL_005,RECORD-00328,P1329,Fred Friendly,Affiliated With,O0419,CBS News,"Fred Friendly, former president of CBS News.",1.0,2025-10-22
RECORD-00328_REL_006,RECORD-00328,P1328,Tom Bettag,Mentions,P0363,Edward R. Murrow,The once-mighty tribe of Edward R. Murrow was gathered.,1.0,2025-10-22
RECORD-00328_REL_007,RECORD-00328,P1328,Tom Bettag,Discusses,E0133,Summer of Condit,Bettag recalled the Summer of Condit as self-defeat.,0.9,2025-10-22
RECORD-00328_REL_008,RECORD-00328,W0255,Nightline,Affiliated With,P1328,Tom Bettag,Tom Bettag (Nightline's producer),0.9,2025-10-22
RECORD-00328_REL_009,RECORD-00328,E0111,September 11th Attacks,Occurred At,L0142,Metropolitan Club,"Dan Rather, Ted Koppel were in the audience at the Metropolitan Club",0.6,2025-10-22
RECORD-00329_REL_001,RECORD-00329,W0296,Bloggers vs. Journalists is Over,Discusses,C0273,Blogging,Blog post discusses bloggers and journalists,0.8,2025-10-22
RECORD-00329_REL_002,RECORD-00329,C0102,Citizen Journalism,Expands On,C0273,Blogging,"""Citizen journalism is most likely to thrive on an “open” platform. That’s what blogging is""",0.7,2025-10-22
RECORD-00329_REL_003,RECORD-00329,P0290,Dave Winer,Discusses,C0273,Blogging,Dave Winer's definition of a blog,0.9,2025-10-22
RECORD-00329_REL_004,RECORD-00329,P1331,A.J. Liebling,Mentions,C0273,Blogging,"Freedom of the press belongs to those who own one, said A.J. Liebling. Still true. But blogging means anyone can own one.",0.8,2025-10-22
RECORD-00329_REL_005,RECORD-00329,C0273,Blogging,Discusses,C0384,Ethics,Those in journalism who want to bring ethics to blogging...,0.8,2025-10-22
RECORD-00329_REL_006,RECORD-00329,O0791,Kent State University,Occurred At,L0001,New York City,"Whose rules?”, a conference at Kent State University",1.0,2025-10-22
RECORD-00329_REL_007,RECORD-00329,C0421,Gatekeepers,Discusses,C0422,Filters,"In closed systems, editorial production is expensive, so we need good gatekeepers...In open systems, production is cheap and new material abundant, so we need good filters.",0.9,2025-10-22
RECORD-00330_REL_001,RECORD-00330,P0752,Tim Porter,Affiliated With,O0792,San Francisco Examiner,"Porter spent most of his career in daily newspapers, winding up as a top editor at the San Francisco Examiner.",0.9,2025-10-22
RECORD-00330_REL_002,RECORD-00330,P0752,Tim Porter,Published In,W0306,First Draft,started his weblog (First Draft),1.0,2025-10-22
RECORD-00330_REL_003,RECORD-00330,P0005,Jay Rosen,Discusses,W0306,First Draft,"The first time I sunk into First Draft and saw what it was, I knew I would be a loyal reader.",0.9,2025-10-22
RECORD-00330_REL_004,RECORD-00330,P0752,Tim Porter,Discusses,O0337,Newspapers,"A writer named Tim Porter is doing a second draft of his own history in journalism, and this time around he is richer in arguments, insights and facts.",0.8,2025-10-22
RECORD-00330_REL_005,RECORD-00330,P0752,Tim Porter,Criticizes,O0337,Newspapers,You aren’t good enough. That is why you are having problems.,0.9,2025-10-22
RECORD-00330_REL_006,RECORD-00330,P0752,Tim Porter,Discusses,O0061,Craigslist,"On April 13 Porter told us about the editors of America at their annual meeting discussing—no lie—“the future of newspapers,” yet only a handful of them knew who Craig Newmark was or what Craigslist w",0.8,2025-10-22
RECORD-00330_REL_007,RECORD-00330,P0005,Jay Rosen,Discusses,P0752,Tim Porter,"As Jay Rosen interprets it, then, First Draft is the log of Tim Porter’s self-education.",0.9,2025-10-22
RECORD-00330_REL_008,RECORD-00330,P0005,Jay Rosen,Mentions,O0034,The Huffington Post,I am quoted by Seelye thusly:,0.8,2025-10-22
RECORD-00330_REL_009,RECORD-00330,P1138,Katharine Seelye,Discusses,O0034,The Huffington Post,"Katharine Seelye, media beat writer for the New York Times, examines Arianna Huffington’s plans for the Huffington Post",0.9,2025-10-22
RECORD-00330_REL_010,RECORD-00330,P0060,Ed Morrissey,Published In,O0795,Captain's Quarters,"Ed Morrissey, Captain Ed at the Web log called Captain’s Quarters",0.9,2025-10-22
RECORD-00331_REL_001,RECORD-00331,O0002,The New York Times,Discusses,W0384,The New York Times online edition,The New York Times will soon start charging for its online edition.,0.9,2025-10-22
RECORD-00331_REL_002,RECORD-00331,O0002,The New York Times,Affiliated With,W0384,The New York Times online edition,"the future of the online edition, which is also about the soul of the journalism-to-come",0.8,2025-10-22
RECORD-00331_REL_003,RECORD-00331,O0057,The Wall Street Journal,Discusses,W0385,WSJ.com,A major factor in those debates is the success the Wall Street Journal has had with its paying-customers-only policy for the online service,0.9,2025-10-22
RECORD-00331_REL_004,RECORD-00331,P1348,Staci Kramer,Mentions,P1349,Bill Grueskin,Staci Kramer introduced me to Bill Grueskin,1.0,2025-10-22
RECORD-00331_REL_005,RECORD-00331,P1349,Bill Grueskin,Affiliated With,O0057,The Wall Street Journal,Bill Grueskin at the Online News Association meeting last year. Grueskin is Managing Editor of The Wall Street Journal Online,1.0,2025-10-22
RECORD-00331_REL_006,RECORD-00331,P0005,Jay Rosen,Discusses,P1349,Bill Grueskin,"Q & A with Bill Grueskin, Managing Editor, Wall Street Journal Online",1.0,2025-10-22
RECORD-00331_REL_007,RECORD-00331,P0005,Jay Rosen,Mentions,P1350,Cory Doctorow,Cory Doctorow of Boing Boing has written,1.0,2025-10-22
RECORD-00331_REL_008,RECORD-00331,P1350,Cory Doctorow,Affiliated With,O0798,Boing Boing,Cory Doctorow of Boing Boing has written,1.0,2025-10-22
RECORD-00331_REL_009,RECORD-00331,P1350,Cory Doctorow,Mentions,P0128,Dan Gillmor,He quotes Dan Gillmor,1.0,2025-10-22
RECORD-00331_REL_010,RECORD-00331,P0128,Dan Gillmor,Discusses,C0423,Free Archives,"One of these days, a newspaper currently charging a premium for access to its article archives will do something bold: It will open the archives to the public",0.9,2025-10-22
RECORD-00331_REL_011,RECORD-00331,P1349,Bill Grueskin,Cites,P1351,Stewart Brand,"Here’s the whole quote, from Stewart Brand’s book, The Media Lab: Inventing the Future at MIT",1.0,2025-10-22
RECORD-00331_REL_012,RECORD-00331,P1349,Bill Grueskin,Cites,W0386,The Media Lab: Inventing the Future at MIT,"Here’s the whole quote, from Stewart Brand’s book, The Media Lab: Inventing the Future at MIT",1.0,2025-10-22
RECORD-00331_REL_013,RECORD-00331,P1349,Bill Grueskin,Discusses,C0424,Information wants to be free,"Well, information wants to be free, as the saying goes.",0.9,2025-10-22
RECORD-00331_REL_014,RECORD-00331,P0005,Jay Rosen,Mentions,P1352,Karl Kraus,I like what the great Viennese critic Karl Kraus said about maxims like “information wants to be free.”,0.8,2025-10-22
RECORD-00331_REL_015,RECORD-00331,P0005,Jay Rosen,Discusses,O0799,CBSMarketWatch,"I am interested in your take on Marketwatch, Slate, About, Topix and others.",0.9,2025-10-22
RECORD-00331_REL_016,RECORD-00331,P1349,Bill Grueskin,Discusses,O0799,CBSMarketWatch,Dow Jones/Marketwatch and Washingt Post/Slate appear to have the most in common.,0.9,2025-10-22
RECORD-00331_REL_017,RECORD-00331,O0012,Dow Jones,Mentions,O0799,CBSMarketWatch,"Fundamentally, why did Dow Jones wind up buying CBSMarketWatch?",0.9,2025-10-22
RECORD-00331_REL_018,RECORD-00331,O0023,The Washington Post,Mentions,O0038,Slate,The Washington Post bought Slate from Microsoft.,0.9,2025-10-22
RECORD-00331_REL_019,RECORD-00331,O0023,The Washington Post,Affiliated With,O0038,Slate,"Slate is a provocative and thoughtful site that focuses closely on politics and government, directly in the Post’s back yard.",0.8,2025-10-22
